"data","time.casa","gol.casa","chutes.casa","chutesgol.casa","possebola.casa","passes.casa","Precisaopasse.casa","faltas.casa","cartaoamarelo.casa","cartaovermelho.casa","impedimentos.casa","escanteios.casa","time.fora","gol.fora","chutes.fora","chutesgol.fora","possebola.fora","passes.fora","Precisaopasse.fora","faltas.fora","cartaoamarelo.fora","cartaovermelho.fora","impedimentos.fora","escanteios.fora"
"13/08/20","São Paulo",1,13,3,"52%",474,"87%",16,1,0,4,5,"Fortaleza",0,12,3,"48%",443,"85%",18,2,0,3,7
"12/08/20","Ceará SC",1,11,5,"42%",421,"80%",17,3,0,1,1,"Grêmio",1,14,8,"58%",571,"87%",7,1,0,0,7
"12/08/20","Atlético-GO",3,13,7,"34%",284,"72%",15,1,0,2,11,"Flamengo",0,9,3,"66%",555,"88%",19,1,1,1,5
"13/08/20","Vasco da Gama",2,9,6,"46%",371,"81%",29,2,0,1,5,"Sport Recife",0,13,1,"54%",416,"84%",17,3,1,4,8
"15/08/20","Coritiba",0,9,2,"35%",286,"74%",25,4,1,3,5,"Flamengo",1,18,7,"65%",541,"88%",16,3,0,1,5
"15/08/20","Grêmio",0,24,8,"47%",491,"86%",16,2,0,0,7,"Corinthians",0,5,2,"53%",571,"88%",14,3,0,0,5
"15/08/20","Palmeiras",1,12,3,"65%",668,"86%",11,1,0,0,6,"Goiás",1,11,5,"35%",369,"75%",16,3,0,0,2
"16/08/20","Atlético-MG",2,11,6,"61%",475,"82%",14,2,0,2,4,"Ceará SC",0,13,1,"39%",309,"77%",16,4,0,0,0
"16/08/20","Bahia",2,10,4,"42%",381,"76%",16,1,0,2,3,"Bragantino",1,16,3,"58%",505,"82%",16,1,0,1,7
"16/08/20","Fluminense",2,10,5,"43%",339,"76%",13,2,0,1,1,"Internacional",1,9,3,"57%",433,"78%",24,2,0,1,4
"16/08/20","Atlético-GO",1,11,4,"31%",237,"68%",13,0,1,0,4,"Sport Recife",1,15,4,"69%",509,"82%",15,2,0,2,9
"16/08/20","Fortaleza",0,12,1,"59%",561,"90%",9,2,0,2,4,"Botafogo",0,15,6,"41%",392,"87%",8,1,0,1,7
"16/08/20","Vasco da Gama",2,8,3,"40%",379,"82%",16,2,0,1,3,"São Paulo",1,11,5,"60%",559,"86%",15,5,0,1,4
"19/08/20","Goiás",1,13,4,"48%",379,"82%",16,4,0,3,2,"Fortaleza",3,13,3,"52%",410,"79%",15,2,0,2,6
"16/08/20","Santos",3,11,6,"32%",290,"77%",9,1,0,0,2,"Athletico-PR",1,12,2,"68%",587,"88%",22,1,0,0,6
"19/08/20","Bragantino",2,13,3,"52%",438,"82%",19,5,0,2,6,"Fluminense",1,9,4,"48%",406,"81%",14,5,0,0,4
"19/08/20","Athletico-PR",0,6,0,"56%",459,"80%",23,5,0,0,5,"Palmeiras",1,10,3,"44%",362,"78%",20,0,0,3,8
"19/08/20","Flamengo",1,8,2,"61%",596,"87%",17,3,0,1,1,"Grêmio",1,10,2,"39%",390,"80%",20,3,0,3,2
"19/08/20","Botafogo",2,10,5,"26%",210,"63%",9,2,0,1,7,"Atlético-MG",1,31,9,"74%",609,"87%",10,0,0,2,16
"19/08/20","Internacional",3,11,5,"58%",452,"84%",19,3,1,1,4,"Atlético-GO",0,7,1,"42%",337,"72%",17,3,0,2,3
"20/08/20","Sport Recife",0,11,5,"41%",354,"76%",23,5,0,1,4,"Santos",1,16,5,"59%",513,"85%",17,2,0,1,5
"19/08/20","Corinthians",3,23,13,"64%",591,"91%",15,2,0,0,10,"Coritiba",1,9,4,"36%",352,"82%",7,1,1,3,0
"20/08/20","Ceará SC",0,22,2,"58%",484,"86%",18,3,0,1,13,"Vasco da Gama",3,5,4,"42%",375,"81%",14,3,0,2,2
"22/08/20","Athletico-PR",0,14,5,"66%",610,"87%",21,4,0,1,7,"Fluminense",1,9,2,"34%",326,"73%",12,3,0,2,2
"22/08/20","Internacional",1,6,3,"33%",306,"62%",20,1,0,3,2,"Atlético-MG",0,11,1,"67%",620,"81%",21,2,0,1,5
"22/08/20","Goiás",2,6,2,"33%",275,"67%",26,5,0,5,3,"Atlético-GO",0,16,4,"67%",541,"82%",19,2,0,2,11
"20/08/20","São Paulo",1,25,5,"68%",634,"90%",14,2,0,4,5,"Bahia",1,8,5,"32%",304,"68%",16,2,0,1,6
"23/08/20","Flamengo",1,15,5,"67%",637,"88%",15,3,0,0,5,"Botafogo",1,7,1,"33%",314,"78%",17,3,0,2,4
"23/08/20","Bragantino",1,15,2,"46%",319,"82%",17,2,1,1,10,"Coritiba",2,7,4,"54%",397,"75%",18,0,0,2,3
"23/08/20","Vasco da Gama",0,10,3,"46%",414,"80%",23,5,0,1,6,"Grêmio",0,14,4,"54%",474,"82%",17,2,0,0,4
"23/08/20","Palmeiras",2,17,5,"48%",369,"79%",21,5,0,4,5,"Santos",1,8,1,"52%",383,"76%",15,2,1,0,6
"23/08/20","Sport Recife",0,10,2,"55%",516,"86%",21,2,0,1,0,"São Paulo",1,11,4,"45%",425,"84%",25,3,0,0,3
"23/08/20","Ceará SC",2,11,4,"38%",339,"77%",21,1,0,1,6,"Bahia",0,16,7,"62%",538,"84%",7,2,0,1,11
"29/08/20","Botafogo",0,7,2,"47%",471,"85%",14,3,0,2,5,"Internacional",2,7,4,"53%",542,"87%",24,1,0,2,3
"29/08/20","Bahia",1,9,1,"49%",429,"82%",15,2,0,1,8,"Palmeiras",1,11,5,"51%",456,"82%",16,2,0,4,2
"26/08/20","São Paulo",1,15,5,"57%",605,"87%",13,2,0,3,4,"Athletico-PR",0,5,3,"43%",464,"80%",16,1,0,1,1
"29/08/20","Fluminense",2,12,3,"46%",452,"85%",19,4,0,1,2,"Vasco da Gama",1,9,4,"54%",527,"84%",16,1,1,1,4
"26/08/20","Corinthians",1,21,7,"60%",584,"85%",14,0,0,0,5,"Fortaleza",1,10,3,"40%",405,"81%",12,2,0,5,1
"30/08/20","Atlético-GO",0,14,4,"55%",361,"79%",16,1,1,1,4,"Ceará SC",2,13,5,"45%",308,"73%",11,2,0,2,4
"30/08/20","São Paulo",2,14,5,"54%",442,"85%",16,3,0,2,7,"Corinthians",1,7,5,"46%",388,"80%",22,0,0,1,4
"30/08/20","Coritiba",1,13,3,"59%",562,"85%",14,1,0,0,5,"Sport Recife",0,6,2,"41%",387,"79%",19,4,0,1,2
"29/08/20","Fortaleza",3,13,6,"59%",571,"87%",22,2,0,0,3,"Bragantino",0,5,2,"41%",395,"83%",10,2,1,1,4
"30/08/20","Santos",0,22,6,"53%",429,"85%",14,6,0,5,9,"Flamengo",1,10,6,"47%",399,"80%",26,7,0,1,2
"02/09/20","Botafogo",0,17,6,"55%",519,"84%",23,1,0,1,6,"Coritiba",0,7,3,"45%",433,"80%",21,1,0,0,6
"02/09/20","Fluminense",1,11,4,"43%",368,"78%",14,2,1,0,2,"Atlético-GO",1,15,3,"57%",468,"84%",16,1,0,1,9
"02/09/20","Ceará SC",1,9,4,"27%",231,"70%",22,2,0,4,2,"Fortaleza",0,5,0,"73%",620,"85%",18,2,0,2,6
"02/09/20","Goiás",1,11,3,"46%",446,"84%",16,1,0,1,3,"Corinthians",2,11,4,"54%",511,"87%",12,3,0,0,6
"02/09/20","Athletico-PR",1,11,5,"58%",503,"83%",15,2,0,1,2,"Bragantino",1,18,3,"42%",354,"77%",12,2,0,0,8
"02/09/20","Santos",2,13,5,"63%",423,"85%",17,2,0,2,9,"Vasco da Gama",2,9,3,"37%",267,"76%",21,3,0,1,2
"03/09/20","Atlético-MG",3,14,8,"52%",496,"82%",18,0,0,3,5,"São Paulo",0,13,4,"48%",468,"78%",11,0,0,1,3
"02/09/20","Bahia",3,14,6,"41%",459,"83%",8,1,0,2,5,"Flamengo",5,20,9,"59%",647,"86%",17,2,0,2,6
"02/09/20","Palmeiras",1,11,1,"48%",372,"73%",21,3,0,1,5,"Internacional",1,8,2,"52%",403,"75%",23,5,0,0,4
"03/09/20","Grêmio",1,29,7,"73%",680,"86%",10,1,0,1,11,"Sport Recife",2,5,3,"27%",277,"60%",11,5,0,1,1
"05/09/20","Ceará SC",0,16,8,"61%",425,"83%",21,2,2,0,7,"Santos",1,7,4,"39%",269,"75%",16,4,2,3,5
"05/09/20","Flamengo",2,18,8,"62%",517,"88%",12,1,0,3,11,"Fortaleza",1,4,2,"38%",329,"80%",21,1,0,4,3
"05/09/20","Corinthians",2,15,6,"61%",545,"87%",18,3,0,1,12,"Botafogo",2,13,3,"39%",339,"81%",10,1,0,2,6
"06/09/20","Bragantino",1,20,4,"38%",350,"78%",23,1,1,1,5,"Palmeiras",2,14,4,"62%",581,"85%",12,3,0,2,3
"06/09/20","Internacional",2,9,5,"62%",528,"84%",11,2,0,1,8,"Bahia",2,9,4,"38%",326,"69%",12,3,0,2,5
"06/09/20","São Paulo",3,15,3,"51%",463,"80%",21,3,0,0,3,"Fluminense",1,10,4,"49%",451,"80%",13,0,0,2,2
"06/09/20","Sport Recife",2,17,6,"53%",486,"83%",18,1,0,1,9,"Goiás",1,10,4,"47%",453,"84%",17,0,0,0,4
"06/09/20","Atlético-GO",1,8,2,"49%",459,"85%",16,1,0,0,3,"Grêmio",1,6,2,"51%",471,"83%",13,2,1,1,3
"06/09/20","Coritiba",0,13,3,"47%",440,"80%",14,1,0,0,4,"Atlético-MG",1,21,2,"53%",476,"85%",19,3,0,2,4
"06/09/20","Vasco da Gama",1,8,2,"32%",293,"75%",7,1,0,2,3,"Athletico-PR",0,14,4,"68%",603,"86%",16,1,0,1,2
"09/09/20","Fortaleza",1,12,4,"53%",410,"87%",27,5,0,0,6,"Sport Recife",0,4,1,"47%",383,"82%",14,1,0,2,1
"09/09/20","Goiás",3,18,6,"55%",459,"86%",27,4,1,0,9,"Coritiba",3,13,3,"45%",396,"82%",13,2,1,2,2
"09/09/20","Fluminense",1,17,3,"47%",445,"83%",15,1,0,1,7,"Flamengo",2,13,6,"53%",508,"87%",16,1,0,2,6
"09/09/20","São Paulo",1,14,5,"60%",491,"85%",18,4,0,5,5,"Bragantino",1,10,2,"40%",341,"74%",18,2,0,2,1
"09/09/20","Athletico-PR",1,17,3,"62%",509,"89%",19,1,0,3,7,"Botafogo",1,11,5,"38%",310,"81%",10,0,0,2,3
"09/09/20","Santos",3,8,4,"41%",300,"76%",11,1,0,4,4,"Atlético-MG",1,16,4,"59%",424,"79%",15,2,1,1,5
"10/09/20","Internacional",2,17,9,"62%",517,"81%",15,0,0,1,10,"Ceará SC",0,6,1,"38%",317,"68%",16,2,0,1,3
"10/09/20","Bahia",0,17,6,"51%",474,"90%",12,1,1,1,8,"Grêmio",2,18,6,"49%",479,"87%",9,2,1,2,4
"10/09/20","Vasco da Gama",1,9,5,"55%",471,"83%",15,2,1,0,1,"Atlético-GO",2,13,7,"45%",380,"81%",23,1,0,1,4
"10/09/20","Corinthians",0,10,4,"55%",517,"90%",13,2,2,1,5,"Palmeiras",2,21,8,"45%",437,"88%",16,2,0,2,6
"13/09/20","Grêmio",1,14,3,"57%",532,"89%",11,1,1,2,6,"Fortaleza",1,3,2,"43%",424,"87%",13,2,1,0,2
"13/09/20","Atlético-MG",2,14,7,"64%",556,"85%",13,1,0,5,8,"Bragantino",1,12,4,"36%",306,"75%",18,1,0,0,3
"13/09/20","Fluminense",2,15,3,"48%",352,"82%",14,2,1,0,5,"Corinthians",1,9,3,"52%",378,"84%",15,4,0,2,8
"12/09/20","Athletico-PR",1,10,2,"43%",349,"86%",21,4,0,3,9,"Coritiba",0,5,1,"57%",463,"85%",12,0,1,3,6
"12/09/20","Santos",2,10,5,"55%",412,"81%",18,3,0,1,5,"São Paulo",2,12,6,"45%",338,"81%",20,2,0,3,2
"13/09/20","Bahia",0,9,2,"53%",429,"79%",16,2,1,5,5,"Atlético-GO",1,12,4,"47%",380,"79%",20,2,0,1,5
"13/09/20","Palmeiras",2,20,7,"64%",567,"87%",15,1,1,3,6,"Sport Recife",2,9,4,"36%",327,"76%",12,3,1,1,2
"13/09/20","Goiás",1,6,1,"21%",170,"62%",10,4,1,1,0,"Internacional",0,15,4,"79%",572,"90%",14,3,0,5,12
"13/09/20","Ceará SC",2,8,3,"37%",342,"73%",8,1,0,2,5,"Flamengo",0,11,2,"63%",570,"84%",6,0,0,2,8
"13/09/20","Botafogo",2,25,9,"49%",426,"83%",18,2,0,0,5,"Vasco da Gama",3,14,6,"51%",443,"81%",8,2,0,2,4
"20/09/20","Grêmio",1,13,3,"64%",590,"85%",21,2,0,0,6,"Palmeiras",1,9,2,"36%",336,"76%",21,3,0,2,3
"19/09/20","Bragantino",4,18,9,"42%",308,"76%",24,4,0,2,5,"Ceará SC",2,13,6,"58%",417,"82%",11,3,0,1,9
"19/09/20","Fortaleza",1,12,3,"42%",318,"76%",9,1,0,2,3,"Internacional",0,11,1,"58%",420,"84%",20,3,0,2,7
"16/09/20","Corinthians",3,11,5,"33%",277,"72%",15,3,0,1,4,"Bahia",2,25,7,"67%",533,"88%",13,2,0,5,11
"19/09/20","Atlético-GO",3,15,9,"44%",359,"76%",16,2,0,1,6,"Atlético-MG",4,14,8,"56%",468,"84%",14,0,0,4,4
"20/09/20","Coritiba",1,11,2,"55%",497,"86%",14,1,0,3,6,"Vasco da Gama",0,11,3,"45%",415,"86%",15,2,0,0,6
"20/09/20","Sport Recife",1,8,3,"26%",251,"69%",10,0,0,3,5,"Fluminense",0,18,4,"74%",700,"87%",9,1,0,3,8
"26/09/20","Athletico-PR",1,13,3,"56%",528,"84%",20,4,0,2,1,"Bahia",0,14,4,"44%",410,"81%",11,1,0,4,6
"23/09/20","Sport Recife",1,9,2,"47%",451,"82%",11,3,0,1,3,"Corinthians",0,16,2,"53%",486,"86%",15,4,0,2,8
"20/09/20","Botafogo",0,7,1,"44%",321,"76%",15,4,0,0,8,"Santos",0,21,6,"56%",416,"83%",13,2,0,1,10
"26/09/20","Atlético-MG",3,20,6,"54%",478,"83%",20,1,0,0,9,"Grêmio",1,9,4,"46%",408,"80%",11,1,0,0,4
"26/09/20","Internacional",1,4,1,"42%",401,"75%",16,2,1,3,1,"São Paulo",1,19,6,"58%",536,"82%",16,0,0,0,4
"27/09/20","Ceará SC",2,19,5,"60%",411,"79%",13,3,0,9,11,"Goiás",2,10,7,"40%",286,"71%",14,4,0,3,7
"27/09/20","Palmeiras",1,17,7,"60%",493,"87%",14,4,0,1,5,"Flamengo",1,10,4,"40%",335,"81%",16,2,0,0,4
"27/09/20","Vasco da Gama",1,11,1,"58%",511,"89%",9,2,0,4,2,"Bragantino",1,12,3,"42%",363,"83%",16,1,0,1,5
"30/09/20","Corinthians",0,12,4,"54%",461,"83%",18,2,0,4,4,"Atlético-GO",0,18,6,"46%",397,"81%",12,0,0,2,7
"27/09/20","Santos",1,15,6,"55%",416,"86%",12,1,0,1,9,"Fortaleza",1,12,3,"45%",369,"85%",20,1,0,1,5
"28/09/20","Fluminense",4,15,7,"43%",409,"84%",16,1,0,0,5,"Coritiba",0,10,1,"57%",532,"86%",19,1,1,3,4
"30/09/20","Botafogo",1,15,2,"62%",502,"86%",18,2,1,0,8,"Bahia",2,12,4,"38%",322,"74%",14,3,0,1,5
"27/09/20","Atlético-GO",1,10,2,"54%",406,"84%",16,2,0,2,7,"Botafogo",1,16,5,"46%",359,"81%",12,3,0,0,5
"03/10/20","Bragantino",0,10,2,"40%",377,"80%",18,1,0,1,3,"Corinthians",0,12,4,"60%",555,"86%",13,2,0,1,8
"03/10/20","Grêmio",1,14,5,"46%",388,"77%",15,0,1,1,5,"Internacional",1,8,2,"54%",453,"79%",16,1,1,1,5
"04/10/20","Coritiba",1,3,1,"25%",234,"64%",13,2,0,0,2,"São Paulo",1,19,5,"75%",671,"88%",12,3,0,2,11
"03/10/20","Palmeiras",2,28,11,"64%",560,"85%",10,1,0,1,9,"Ceará SC",1,10,5,"36%",319,"74%",20,4,0,0,4
"04/10/20","Botafogo",1,17,7,"52%",385,"80%",20,0,0,0,7,"Fluminense",1,8,5,"48%",365,"78%",21,1,0,2,4
"04/10/20","Flamengo",3,13,7,"55%",446,"84%",18,3,0,2,4,"Athletico-PR",1,10,3,"45%",376,"80%",22,4,0,2,5
"04/10/20","Bahia",1,24,11,"60%",488,"82%",15,2,0,2,11,"Sport Recife",2,5,2,"40%",361,"72%",13,3,0,0,0
"04/10/20","Goiás",2,14,4,"55%",384,"83%",16,3,1,4,2,"Santos",3,10,4,"45%",317,"77%",15,3,1,0,4
"04/10/20","Fortaleza",0,16,5,"60%",517,"85%",8,5,0,1,8,"Atlético-GO",0,7,2,"40%",350,"78%",14,5,0,0,1
"07/10/20","São Paulo",3,25,8,"52%",431,"84%",17,3,0,1,5,"Atlético-GO",0,15,5,"48%",415,"81%",12,2,0,2,3
"07/10/20","Bahia",3,13,6,"47%",454,"85%",18,4,0,0,4,"Vasco da Gama",0,10,1,"53%",496,"88%",15,2,1,1,6
"07/10/20","Flamengo",3,16,7,"63%",572,"89%",14,0,0,1,8,"Sport Recife",0,14,1,"37%",335,"78%",16,3,0,1,6
"07/10/20","Corinthians",1,13,4,"62%",558,"85%",19,2,0,0,6,"Santos",1,6,2,"38%",337,"76%",16,2,0,0,3
"07/10/20","Grêmio",2,11,5,"49%",466,"83%",18,2,0,1,6,"Coritiba",1,13,3,"51%",475,"84%",21,2,0,4,6
"07/10/20","Botafogo",2,11,4,"35%",298,"75%",16,4,0,0,2,"Palmeiras",1,19,4,"65%",534,"86%",15,4,0,2,5
"08/10/20","Athletico-PR",0,15,1,"63%",579,"89%",11,3,0,2,3,"Ceará SC",0,13,4,"37%",350,"79%",12,2,0,2,3
"08/10/20","Bragantino",0,13,2,"47%",404,"78%",18,3,1,2,7,"Internacional",2,8,5,"53%",460,"83%",22,3,0,1,2
"07/10/20","Goiás",2,12,3,"43%",347,"76%",19,3,0,0,5,"Fluminense",4,10,5,"57%",472,"85%",15,2,0,4,4
"07/10/20","Fortaleza",2,7,3,"31%",263,"75%",9,2,1,1,1,"Atlético-MG",1,15,4,"69%",577,"88%",19,3,0,2,8
"10/10/20","Atlético-MG",3,23,11,"67%",614,"85%",14,0,0,4,8,"Goiás",0,4,3,"33%",315,"67%",11,1,0,1,1
"10/10/20","Coritiba",0,10,2,"45%",408,"88%",20,1,0,0,2,"Fortaleza",0,12,2,"55%",498,"86%",12,0,0,0,4
"10/10/20","Vasco da Gama",1,13,4,"37%",344,"77%",14,2,0,3,5,"Flamengo",2,8,3,"63%",571,"86%",25,5,0,2,5
"10/10/20","Palmeiras",0,9,3,"47%",424,"84%",15,2,0,2,8,"São Paulo",2,13,4,"53%",483,"83%",17,1,0,0,4
"11/10/20","Fluminense",1,8,2,"48%",401,"77%",26,2,0,0,3,"Bahia",0,12,1,"52%",429,"83%",18,3,0,0,4
"11/10/20","Santos",2,11,6,"56%",402,"75%",17,2,0,3,4,"Grêmio",1,11,4,"44%",314,"72%",14,2,1,2,7
"11/10/20","Internacional",2,13,6,"45%",404,"75%",19,2,0,3,6,"Athletico-PR",1,14,4,"55%",483,"80%",14,0,0,2,1
"11/10/20","Atlético-GO",2,24,8,"53%",368,"76%",17,1,0,0,7,"Bragantino",1,19,5,"47%",336,"77%",18,1,0,2,11
"11/10/20","Sport Recife",1,17,3,"63%",528,"85%",11,3,0,0,6,"Botafogo",2,11,4,"37%",314,"78%",15,1,1,0,8
"11/10/20","Ceará SC",2,15,4,"39%",304,"77%",9,4,1,2,6,"Corinthians",1,10,3,"61%",475,"80%",10,1,1,1,6
"14/10/20","Santos",0,12,3,"59%",400,"79%",18,3,0,1,7,"Atlético-GO",1,8,1,"41%",288,"65%",21,3,0,2,2
"14/10/20","Grêmio",3,10,4,"51%",479,"83%",11,3,1,1,1,"Botafogo",1,16,3,"49%",458,"81%",13,2,0,0,4
"14/10/20","Athletico-PR",0,16,9,"62%",545,"84%",18,3,0,2,8,"Corinthians",1,13,6,"38%",332,"77%",14,3,1,1,2
"13/10/20","Flamengo",2,31,12,"66%",562,"85%",12,1,0,1,9,"Goiás",1,7,4,"34%",299,"67%",12,4,0,4,4
"14/10/20","Palmeiras",1,16,5,"55%",431,"82%",13,3,0,1,6,"Coritiba",3,12,9,"45%",382,"77%",20,2,0,2,2
"16/10/20","Goiás",1,10,4,"49%",402,"79%",16,5,0,1,5,"Bahia",1,13,3,"51%",403,"77%",18,3,2,3,2
"17/10/20","Atlético-GO",1,11,1,"36%",271,"75%",10,3,2,1,2,"Athletico-PR",1,17,6,"64%",454,"87%",20,5,0,2,11
"14/10/20","Sport Recife",3,13,5,"48%",438,"81%",6,3,0,1,2,"Internacional",5,14,8,"52%",450,"84%",19,2,0,3,7
"14/10/20","Atlético-MG",1,14,8,"66%",571,"85%",11,3,0,0,9,"Fluminense",1,11,3,"34%",295,"70%",9,1,0,3,4
"15/10/20","Flamengo",1,19,10,"66%",606,"84%",16,2,0,1,5,"Bragantino",1,12,3,"34%",314,"70%",14,1,0,2,1
"17/10/20","São Paulo",0,8,1,"63%",534,"88%",24,4,0,1,2,"Grêmio",0,11,2,"37%",316,"79%",15,2,0,2,7
"17/10/20","Coritiba",1,18,4,"57%",442,"84%",18,5,0,1,9,"Santos",2,6,2,"43%",341,"77%",25,2,0,0,1
"17/10/20","Fluminense",2,6,3,"59%",539,"84%",17,3,0,2,4,"Ceará SC",2,17,4,"41%",389,"75%",16,3,0,2,3
"18/10/20","Internacional",2,13,7,"53%",524,"87%",17,1,0,1,6,"Vasco da Gama",0,8,3,"47%",482,"82%",11,1,0,0,3
"18/10/20","Corinthians",1,19,7,"38%",314,"76%",14,4,0,1,10,"Flamengo",5,9,6,"62%",530,"83%",13,5,0,2,3
"18/10/20","Fortaleza",2,10,4,"52%",464,"82%",14,2,0,0,1,"Palmeiras",0,14,3,"48%",422,"86%",19,3,1,2,7
"18/10/20","Bragantino",2,18,4,"50%",449,"82%",13,2,0,1,8,"Sport Recife",0,3,1,"50%",464,"78%",13,2,0,0,6
"21/10/20","Vasco da Gama",1,17,8,"64%",547,"82%",12,1,0,1,9,"Corinthians",2,12,4,"36%",313,"69%",18,2,0,2,6
"19/10/20","Botafogo",0,23,6,"63%",533,"84%",18,2,0,3,11,"Goiás",0,12,4,"37%",326,"72%",11,1,0,0,5
"19/10/20","Bahia",3,13,6,"33%",294,"75%",14,4,0,1,2,"Atlético-MG",1,20,4,"67%",555,"86%",14,1,0,1,8
"25/10/20","Fluminense",3,19,8,"47%",275,"77%",13,5,0,2,10,"Santos",1,9,2,"53%",301,"80%",18,4,0,3,8
"24/10/20","Ceará SC",2,15,4,"36%",270,"67%",22,3,0,1,5,"Coritiba",1,15,6,"64%",493,"82%",12,1,0,1,8
"24/10/20","Bragantino",2,14,5,"54%",408,"79%",17,0,0,1,6,"Goiás",0,7,1,"46%",361,"73%",15,3,0,3,4
"24/10/20","Atlético-MG",0,26,9,"77%",699,"88%",10,1,0,2,13,"Sport Recife",0,3,0,"23%",224,"56%",11,0,0,1,4
"25/10/20","Atlético-GO",0,21,5,"57%",474,"86%",15,1,0,0,6,"Palmeiras",3,12,4,"43%",360,"79%",17,4,0,2,3
"31/10/20","Botafogo",2,12,7,"61%",493,"85%",17,3,1,1,4,"Ceará SC",2,10,4,"39%",314,"73%",19,4,1,0,2
"31/10/20","Corinthians",1,8,3,"34%",314,"64%",16,4,0,2,2,"Internacional",0,7,0,"66%",580,"78%",13,3,1,2,4
"25/10/20","Athletico-PR",1,5,1,"66%",557,"90%",15,3,0,1,4,"Grêmio",2,8,2,"34%",291,"78%",11,1,0,1,2
"31/10/20","Coritiba",1,5,1,"30%",248,"69%",22,2,0,0,0,"Atlético-GO",0,14,5,"70%",557,"86%",18,5,0,0,12
"25/10/20","Internacional",2,10,5,"28%",244,"68%",16,6,0,1,1,"Flamengo",2,16,6,"72%",616,"87%",16,5,0,1,7
"01/11/20","Sport Recife",1,11,3,"41%",340,"73%",17,2,1,3,2,"Athletico-PR",0,12,2,"59%",474,"81%",15,1,0,3,5
"01/11/20","Flamengo",1,17,7,"54%",446,"86%",18,4,0,2,6,"São Paulo",4,13,7,"46%",396,"85%",18,3,0,0,4
"31/10/20","Fortaleza",0,4,1,"43%",387,"82%",14,2,1,0,3,"Fluminense",1,11,4,"57%",481,"88%",18,1,0,1,7
"01/11/20","Santos",3,9,6,"57%",463,"83%",19,4,0,2,6,"Bahia",1,21,6,"43%",345,"80%",13,2,0,3,9
"01/11/20","Goiás",1,19,10,"46%",354,"77%",16,5,0,2,2,"Vasco da Gama",1,7,1,"54%",401,"81%",20,7,0,5,6
"07/11/20","São Paulo",2,20,9,"65%",503,"85%",9,2,0,1,10,"Goiás",1,8,3,"35%",272,"69%",19,0,1,1,2
"02/11/20","Grêmio",2,11,3,"56%",579,"86%",13,1,0,1,3,"Bragantino",1,13,7,"44%",466,"84%",12,1,0,0,4
"07/11/20","Athletico-PR",2,21,6,"63%",482,"85%",20,3,0,3,10,"Fortaleza",1,11,5,"37%",297,"77%",14,2,0,4,3
"02/11/20","Palmeiras",3,19,8,"35%",300,"76%",10,2,0,2,3,"Atlético-MG",0,16,2,"65%",546,"85%",12,1,0,0,9
"07/11/20","Atlético-GO",1,16,5,"45%",339,"73%",22,3,0,2,7,"Corinthians",1,6,2,"55%",421,"75%",25,4,0,2,3
"08/11/20","Bahia",1,20,5,"59%",499,"85%",19,2,0,1,4,"Botafogo",0,10,3,"41%",361,"80%",17,3,0,1,4
"08/11/20","Atlético-MG",4,9,4,"30%",283,"71%",21,5,0,1,2,"Flamengo",0,13,5,"70%",635,"87%",13,4,0,1,7
"08/11/20","Internacional",2,12,4,"60%",526,"88%",9,2,1,0,9,"Coritiba",2,10,3,"40%",369,"82%",13,3,0,2,3
"08/11/20","Vasco da Gama",0,9,3,"44%",376,"78%",17,1,0,0,0,"Palmeiras",1,8,3,"56%",468,"81%",19,3,0,1,4
"08/11/20","Bragantino",1,12,2,"48%",413,"74%",15,1,0,1,5,"Santos",1,4,0,"52%",448,"75%",20,4,0,1,3
"14/11/20","Sport Recife",0,13,3,"64%",573,"82%",14,0,0,2,4,"Vasco da Gama",2,14,4,"36%",328,"78%",21,2,0,1,2
"11/11/20","Bahia",2,13,6,"33%",256,"78%",14,3,0,1,4,"Fortaleza",1,8,1,"67%",523,"89%",11,3,0,2,7
"14/11/20","Santos",2,10,7,"39%",302,"71%",24,1,0,1,2,"Internacional",0,12,6,"61%",479,"81%",18,2,0,2,7
"08/11/20","Fluminense",0,12,4,"59%",569,"86%",12,0,0,1,4,"Grêmio",1,13,4,"41%",396,"82%",13,1,0,2,5
"08/11/20","Ceará SC",0,25,6,"54%",441,"84%",17,0,0,4,9,"Sport Recife",0,3,0,"46%",392,"76%",13,3,0,0,1
"14/11/20","Palmeiras",2,9,5,"51%",455,"84%",15,2,0,3,3,"Fluminense",0,15,5,"49%",440,"85%",8,2,0,3,5
"14/11/20","Goiás",0,11,1,"48%",347,"80%",14,5,0,3,8,"Athletico-PR",1,16,8,"52%",376,"82%",12,1,0,0,10
"14/11/20","Corinthians",1,8,1,"33%",269,"62%",29,3,0,2,6,"Atlético-MG",2,13,4,"67%",544,"83%",11,5,0,1,6
"14/11/20","Grêmio",4,16,7,"61%",749,"90%",8,1,0,1,3,"Ceará SC",2,11,3,"39%",473,"84%",14,2,0,0,4
"14/11/20","Fortaleza",2,12,5,"49%",395,"83%",15,2,0,1,2,"São Paulo",3,7,4,"51%",404,"83%",18,4,0,2,3
"19/11/20","Vasco da Gama",0,12,5,"47%",358,"82%",11,2,0,1,4,"Fortaleza",0,18,5,"53%",394,"82%",20,0,0,1,11
"16/11/20","Coritiba",1,16,2,"54%",451,"88%",12,3,0,1,7,"Bahia",2,15,5,"46%",401,"86%",12,4,0,1,5
